Id,ModuleLabel,ModuleKey,CreatedDate,ModuleActionName,CreatedBy,
"32568","Jenis Alat Komunikasi","17","2/6/2020 2:03:58 PM","Delete","adminmaker",
"32593","Jenis Alat Komunikasi","d3810a07-3430-48c0-aaa1-5155d739d668","2/7/2020 3:01:32 PM","Insert","adminmaker",
