Id,ModuleLabel,ModuleKey,CreatedDate,ModuleActionName,CreatedBy,
"32571","Jenis Kelamin","14","2/6/2020 2:04:43 PM","Delete","adminmaker",
"32596","Jenis Kelamin","ec5ce6cd-5d5d-4d36-aea8-996a7fb33cd8","2/7/2020 3:02:37 PM","Insert","adminmaker",
