Id,ModuleLabel,ModuleKey,CreatedDate,ModuleActionName,CreatedBy,
"32563","Instrumen Transaksi","26","2/6/2020 2:02:42 PM","Delete","adminmaker",
"32588","Instrumen Transaksi","088a3451-16a0-4052-8c57-ef4cb304dd52","2/7/2020 2:59:44 PM","Insert","adminmaker",
