Id,ModuleLabel,ModuleKey,CreatedDate,ModuleActionName,CreatedBy,
"32558","Peran Orang Dalam Korporasi","23","2/6/2020 2:01:27 PM","Delete","adminmaker",
"32583","Peran Orang Dalam Korporasi","71b92082-e0b6-481d-b5f1-b1bd0e48e235","2/7/2020 2:57:57 PM","Insert","adminmaker",
