Id,ModuleLabel,ModuleKey,CreatedDate,ModuleActionName,CreatedBy,
"32561","Jenis Transaksi Barang","22","2/6/2020 2:02:12 PM","Delete","adminmaker",
"32586","Jenis Transaksi Barang","860b2c62-87b4-47cd-bbc5-82c503878d20","2/7/2020 2:59:01 PM","Insert","adminmaker",
